,has_online_delivery,currency,name,cuisines,location.address,location.city,user_rating.rating_text
529,0,Rs.,Brio Cafe and Grill,"Cafe, Continental","Sainik Bhavan, Next to St Aloysius College, Lighthouse Hill, Hampankatta, Mangalore",Mangalore,Good
530,0,Rs.,Liquid Lounge,"Finger Food, Continental, North Indian","KMC Mercara Trunk Road, Near Hotel Woodside, Balmatta, Mangalore",Mangalore,Good
531,0,Rs.,Giri Manja's,Seafood,"Near Kalikamba Temple, Gopalkrishna Temple Road, Bhavathi, Mangalore Bhavathi",Mangalore,Very Good
532,0,Rs.,Maharaja Restaurant,"South Indian, North Indian","1st Floor, Trade Centre, Near Jyothi Circle, Bunts Hostel Road, Balmatta, Mangalore",Mangalore,Good
533,0,Rs.,Village Restaurant,"Chinese, Continental, North Indian, Mughlai","Airport Road, Yeyyadi, Kadri, Mangalore",Mangalore,Good
534,0,Rs.,#45,Cafe,"Ground Floor, Trinity Commercial Complex, Near Central Railway Station, Attavara Road, Attavar, Mangalore",Mangalore,Good
535,0,Rs.,Froth On Top,"Chinese, Mangalorean","Silk House, Balmatta Arya Samaj Road, Balmatta, Mangalore",Mangalore,Good
536,0,Rs.,Sagar Ratna,"South Indian, North Indian, Chinese","Hotel Ocean Pearl, KS Rao Road, Near PVS Circle, Kodailbail, Mangalore",Mangalore,Good
537,0,Rs.,Smoke N Oven,"Pizza, Italian","Opposite Vijaya Bank, Bejai Main Road, Bejai, Mangalore",Mangalore,Good
538,0,Rs.,Kabab Studio,"North Indian, Mughlai","Goldfinch Hotel, Bunts Hostel Road, Near Jyoti Circle, Balmatta, Mangalore",Mangalore,Good
539,0,Rs.,Crave Desserts & Bakes,"Desserts, Bakery","Deepa Paradise, Balmatta, Mangalore",Mangalore,Good
540,0,Rs.,Hao Ming,Chinese,"Yenepoya Chambers, Opposite Hotel Prestige, Balmatta, Mangalore",Mangalore,Good
541,0,Rs.,Tomato's,"North Indian, Mughlai, Mexican, Thai","1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadodara,Very Good
542,0,Rs.,Meraki,"North Indian, Continental, Italian, Asian","Opposite Kunj Society, Near Nilkanthvarni Jewellers, Alkapuri, Vadodara",Vadodara,Very Good
543,0,Rs.,Kabir Kitchen,"North Indian, Chinese","R.C. Dutt Road,Opposite Concord Building, Alkapuri, Vadodara",Vadodara,Good
544,0,Rs.,Coffee Culture,Cafe,"1-8, Opposite INOX Multiplex, Sharnam Fortune, Vadiwadi, Vadodara",Vadodara,Very Good
545,0,Rs.,La Quello - Mediterranean Kitchen,"Mediterranean, Italian","1, Trivia, Natu Bhai Circle, Race Course Road, Vadiwadi, Vadodara",Vadodara,Excellent
546,0,Rs.,Barbeque Nation,"Mughlai, North Indian","3rd Floor, Shreem Shalini Mall, R.C. Dutt Road, Alkapuri, Vadodara",Vadodara,Very Good
547,0,Rs.,That Place,"Italian, Mexican, Continental","33, Sampatrao Colony, Alkapuri, Vadodara",Vadodara,Very Good
548,0,Rs.,Wok On Fire,"Thai, Chinese, Asian","1, Olive Complex, Opposite ABS Tower, B/S ICICI Wealth Bank, Old Padra Road, Diwalipura, Diwalipura, Vadodara",Vadodara,Good
549,0,Rs.,The Yellow Chilli,"North Indian, Mughlai","2nd Floor, 1-7, Sharnam Fortune, Opposite Inox Multiplex, Race Course Circle, Vadiwadi, Vadodara",Vadodara,Good
550,0,Rs.,VarieTea,"Cafe, Fast Food","83/A, Alkapuri Society, Near Baroda High School, Alkapuri, Vadodara",Vadodara,Good
551,0,Rs.,El Amigos Kitchen,"North Indian, Thai, Italian, Chinese, Mexican","Ground Floor, Prestige Building, Race Course Road, Race Course Circle, Vadiwadi, Vadodara",Vadodara,Good
552,0,Rs.,Little Italy,Italian,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Vadodara,Very Good
553,0,Rs.,Gazebo Garden Restaurant,North Indian,"Opposite FGI, Near Iscon Harmony, Sevasi-Bhimpura Road, Near Panchvati, Vadodara",Vadodara,Good
554,0,Rs.,22nd Parallel,South Indian,"1st Floor, Tapan Complex, Next To M Cube Mall, Alkapuri, Vadodara",Vadodara,Excellent
555,0,Rs.,Freshco - The Health Café,Cafe,"Shop 2-3, Ground Floor, Opposite Natubhai Circle, Trivia Complex, Race Course, Vadiwadi, Vadodara",Vadodara,Very Good
556,0,Rs.,Offside Lounge,"Continental, Chinese, Mexican, North Indian","1st Floor, Kanchanganga Apartments, Near Bird Circle, Race Course Road, Vadiwadi, Vadodara",Vadodara,Good
557,0,Rs.,Mandap - Hotel Express Towers,Gujarati,"Hotel Express Towers, R.C. Dutt Road, Alkapuri, Vadodara",Vadodara,Very Good
558,0,Rs.,Pizza Hut,"Pizza, Italian","51,Akashganga Complex,Race Course Road, Vadiwadi, Vadodara",Vadodara,Very Good
559,0,Rs.,Mr Toasties,Fast Food,"2/8 MIG Flats, Opposite Indraprastha Complex, Near LG Showroom, Inox Road, Ellora Park, Vadiwadi, Vadodara",Vadodara,Good
560,0,Rs.,Kaphi Pibama,"Cafe, Mexican, Italian, Fast Food","18-A, Nutan Bharat, Soc 002-Yogeshwar Apartment,  Near Reliance Fresh, Alkapuri, Vadodara",Vadodara,Good
561,0,Rs.,Barbeque Nation,"North Indian, European, Mediterranean","2nd Floor, Eternity Mall, Amravati Road, Sitabuldi, Nagpur",Nagpur,Excellent
562,1,Rs.,The B.A.W.A,Cafe,"Opposite VCA Stadium, Civil Lines, Nagpur",Nagpur,Very Good
563,0,Rs.,The Breakfast Story,Cafe,"Opposite Transmitting Station, Hingna Road, Jaitala, Pratap Nagar, Nagpur",Nagpur,Excellent
564,0,Rs.,House of Caffeine,Fast Food,"J 12, Besides Face & Figure Gym, WHC Road, Laxmi Nagar, Nagpur",Nagpur,Average
565,1,Rs.,Mocha,"Cafe, Continental","202, Cement Road, Shankar Nagar, Dharampeth, Nagpur",Nagpur,Very Good
566,1,Rs.,Checker's,"Fast Food, Chinese","23 to 25, VCA Complex, Civil Lines, Nagpur",Nagpur,Very Good
567,1,Rs.,The Zuree Urban Kitchen,"North Indian, Italian, Continental","8A, AD Complex, Mount Road, Mohan Nagar, Nagpur",Nagpur,Very Good
568,1,Rs.,KFC,"American, Fast Food","G1-G2, Ground Floor, Eternity Mall, Variety Square, Amravati Road, Sitabuldi, Nagpur",Nagpur,Poor
569,0,Rs.,Moksh The Restro Lounge,"Seafood, Chinese, Thai","Panchshil Chowk, Sitabuldi, Nagpur",Nagpur,Very Good
570,0,Rs.,NESCAFÉ Illusions,Cafe,"Oppsite Dharampeth High School, North Ambazari Road, Near ICICI Bank, Lad Apartment., Dharampeth, Nagpur",Nagpur,Good
571,1,Rs.,Cafe Zinea,"Cafe, Chinese, Fast Food, Italian","56, Temple Road, Civil Lines, Nagpur",Nagpur,Good
572,0,Rs.,Hide Out The Street Cafe,Cafe,"4, Plot No 54, Raghukul  Building, Bajaj Nagar, Nagpur",Nagpur,Good
573,0,Rs.,FSB,"Continental, North Indian, Thai, Chinese","B/9, Orange City Towers, Opposite Tilak Patrakar Bhavan, Dhantoli, Nagpur",Nagpur,Very Good
574,1,Rs.,Ashoka Restaurant,"North Indian, Chinese, Continental","60, Sadar Bazar Main Road, Sadar, Nagpur",Nagpur,Very Good
575,0,Rs.,Mainland China,Chinese,"Deepika Hospitalities Private Ltd, Plot 19, Wardha Road, Vivekanand Nagar, Nagpur",Nagpur,Good
576,0,Rs.,Ten Downing Street Restaurant & Bar,"Chinese, Continental, North Indian","5th Floor, Milestone Building, Wardha Road, Ramdaspeth, Nagpur",Nagpur,Very Good
577,0,Rs.,Tapri The Chai Books Cafe,"Continental, Fast Food, Tea","75, Abhyankar Nagar, Near Bajaj Nagar, Nagpur",Nagpur,Good
578,1,Rs.,Eat Street Express,"North Indian, Chinese","Shraddhanandpeth Square, Opposite A-Square Building, Abhyankar Road, Near, Bajaj Nagar, Nagpur",Nagpur,Very Good
579,1,Rs.,Nineties,"Cafe, Fast Food","Opposite Traffice Park, Dharampeth, Nagpur",Nagpur,Good
580,1,Rs.,Zaikart,"North Indian, Mughlai","Plot-17, Sneha Gayatri Nagar, IT Park, Gayatri Nagar, Near Bajaj Nagar, Nagpur",Nagpur,Very Good
581,0,Rs.,Jahanpanah,"North Indian, Mughlai","E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra,Good
582,0,Rs.,Sheroes Hangout,"Cafe, North Indian, Chinese","Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",Agra,Excellent
583,0,Rs.,Thaaliwala,"North Indian, Fast Food","Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Agra,Very Good
584,0,Rs.,Pinch Of Spice,"North Indian, Chinese, Mughlai","23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",Agra,Very Good
585,0,Rs.,Tea'se Me - Rooftop Tea Boutique,"Chinese, Italian, Continental, North Indian","Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",Agra,Very Good
586,0,Rs.,Chapter 1 Cafe,"Cafe, Italian, Mexican, North Indian, Continental","1374 K/1375 K, 2nd floor, Dinesh Nagar, Fatehbad Road, Tajganj, Agra",Agra,Good
587,0,Rs.,Pind Balluchi,"North Indian, Mughlai","Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Agra,Good
588,0,Rs.,The Latitude - Radisson Blu,"North Indian, Chinese, Continental","Radisson Blu, Taj East Gate Road, Tajganj, Agra",Agra,Good
589,0,Rs.,Pizza Hut,"Italian, Pizza","8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Agra,Very Good
590,0,Rs.,Peshawri - ITC Mughal,"North Indian, Mughlai","ITC Mughal, Fatehabad Road, Tajganj, Agra",Agra,Very Good
591,0,Rs.,Chokho Jeeman Marwari Jain Bhojanalya,Rajasthani,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",Agra,Very Good
592,0,Rs.,Rangrezz Restaurant,"North Indian, Mughlai","E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra,Good
593,0,Rs.,The Charcoal Chimney,"North Indian, Chinese, Continental, Mughlai","Hotel Samovar, Fatehabad Road, Tajganj, Agra",Agra,Average
594,0,Rs.,Taj Bano - ITC Mughal,Mughlai,"ITC Mughal, Fatehabad Road, Tajganj, Agra",Agra,Very Good
595,0,Rs.,Time2Eat - Mama Chicken,North Indian,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra,Good
596,0,Rs.,Dasaprakash Restaurant,"South Indian, Desserts","Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Agra,Very Good
597,0,Rs.,Dawat-e-Nawab - Radisson Blu,"North Indian, Mughlai","Radisson Blu, Taj East Gate Road, Tajganj, Agra",Agra,Good
598,0,Rs.,MoMo Cafe,"North Indian, European","Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra",Agra,Very Good
599,0,Rs.,Bon Barbecue,"North Indian, Chinese, Continental","Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Agra,Good
600,0,Rs.,G Thal,"Rajasthani, Gujarati, Mughlai","3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",Agra,Good
601,0,Rs.,Barbeque Nation,"North Indian, Mediterranean, Asian, Chinese","Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun",Dehradun,Very Good
602,0,Rs.,Kalsang Friends Corner,"Chinese, Thai, Tibetan","88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Dehradun,Very Good
