,has_online_delivery,currency,name,cuisines,location.address,location.city,user_rating.rating_text
983,0,R$,Esquina Mocotó,"Brazilian, North Eastern","Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, São Paulo",São Paulo,Very Good
984,0,R$,Jiquitaia,Brazilian,"Rua Antônio Carlos, 268, Consolação, São Paulo",São Paulo,Very Good
985,0,R$,Red Steak & Burger,"Brazilian, Grill","Rua Tabapuã, 1417, Itaim Bibi, São Paulo",São Paulo,Good
986,0,R$,Super Grill,Brazilian,"Shopping Morumbi - Piso Lazer, Avenida Roque Petroni Júnior, 1089, Santo Amaro, São Paulo",São Paulo,Not rated
987,0,R$,Skye - Hotel Unique,"Beverages, International","Hotel Unique, Avenida Brigadeiro Luís Antônio, 4700, Jardim Paulista, São Paulo",São Paulo,Excellent
988,0,R$,Divino Fogão,"Brazilian, Mineira","Shopping Metrô Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, São Paulo",São Paulo,Not rated
989,0,R$,A Figueira Rubaiyat,"BBQ, Grill, Brazilian","Rua Haddock Lobo, 1738, Cerqueira César, Jardim Paulista, São Paulo 10000",São Paulo,Very Good
990,0,R$,Terraço Itália,Italian,"Edifício Itália - 41° Andar, Avenida Ipiranga, 344, República, São Paulo",São Paulo,Very Good
991,0,R$,Meats,"Gourmet Fast Food, Burger","Rua dos Pinheiros, 320, Pinheiros, São Paulo",São Paulo,Very Good
992,0,R$,Kinoshita,Sushi,"Rua Jacques Félix, 405, Vila Nova Conceição, Moema, São Paulo",São Paulo,Good
993,0,R$,Sainte Marie Gastronomia,"Lebanese, Arabian","Rua Dom João Batista da Costa, 70, Vila Sônia, São Paulo",São Paulo,Very Good
994,0,R$,Paris 6 Classique,French,"Rua Haddock Lobo, 1240, Cerqueira César, Jardim Paulista, São Paulo",São Paulo,Average
995,0,R$,Les 3 Brasseurs,"French, Brazilian, Beverages","Rua Jesuíno Arruda, 470, Itaim Bibi, São Paulo",São Paulo,Excellent
996,0,R$,Paribar,"Brazilian, Italian","Praça Dom José Gaspar, 42, República, São Paulo 10000",São Paulo,Very Good
997,0,R$,Kawa Sushi,"Sushi, Japanese","Alameda Lorena, 300, Jardim Paulista, São Paulo",São Paulo,Good
998,0,R$,Veloso,"Brazilian, Bar Food, Beverages","Rua Conceição Veloso, 56, Vila Mariana, São Paulo",São Paulo,Excellent
999,0,R$,Gopala Hari,Indian,"Rua Antonio Carlos, 429, Consolação, São Paulo",São Paulo,Average
1000,0,R$,Cantinho da Gula,Brazilian,"Rua Pedroso Alvarenga, 522, Itaim Bibi, São Paulo, SP",São Paulo,Not rated
1001,0,£,Santos,"Pizza, Fast Food","22 King Edward's Buildings, Bury Old Road, Cheetham Hill, Manchester M7 4QJ",Manchester,Average
1002,0,£,Home Sweet Home,"British, Burger, Cafe","49-51 Edge Street, Northern Quarter, Manchester M4 1HW",Manchester,Very Good
1003,0,£,Nawaab,"Pakistani, Indian, Afghani, Curry","1008 Stockport Road, Levenshulme, Manchester M19 3WN",Manchester,Good
1004,0,£,San Carlo,Italian,"40-42 King Street West, Spinningfields, Manchester M3 2WY",Manchester,Very Good
1005,0,£,Almost Famous Burgers,"Burger, American","100-102 High Street, Northern Quarter, Manchester M4 1HP",Manchester,Very Good
1006,0,£,Archies,"Fast Food, American","72 Oxford Road, University District, Oxford Road, Manchester M1 5NH",Manchester,Average
1007,0,£,Jamie's Italian,Italian,"100 King Street, Market Street, Manchester M2 4WU",Manchester,Good
1008,0,£,Lahore,"Indian, Grill","14-18 Wilmslow Road, Rusholme, Manchester M14 5TQ",Manchester,Good
1009,0,£,The Grill On The Alley,"Steak, Seafood, Grill","5 RIdgefield, Deansgate, Manchester M2 6EG",Manchester,Very Good
1010,0,£,Solita,"American, Burger, Grill","37 Turner Street, Northern Quarter, Manchester M4 1DW",Manchester,Excellent
1011,0,£,Mughli,"Indian, Curry","30 Wilmslow Road, Rusholme, Manchester M14 5TQ",Manchester,Excellent
1012,0,£,The French by Simon Rogan - The Midland,French,"The Midland, Peter Street, Deansgate, Manchester M60 2DS",Manchester,Very Good
1013,0,£,Mr Cooper's House & Garden - The Midland,"European, Mediterranean, Contemporary","The Midland, Peter Street, Deansgate, Manchester M60 2DS",Manchester,Very Good
1014,0,£,Gaucho,"Argentine, American","2A St Mary's Street, Spinningfields, Manchester M3 2LB",Manchester,Excellent
1015,0,£,Monolos Playhouse Restaurant,"American, Fast Food, Desserts, Steak","137 Cheetham Hill Road, Cheetham Hill, Manchester M8 8LY",Manchester,Average
1016,0,£,Zouk Tea Bar & Grill,"Indian, Seafood","The Quadrangle, Chester Street, Oxford Road, Manchester M1 5QS",Manchester,Good
1017,0,£,Manchester House,British,"Tower 12, 18-22 Bridge Street, Deansgate, Manchester M3 3BZ",Manchester,Very Good
1018,0,£,Teacup,"British, Contemporary","55 Thomas Street, Northern Quarter, Manchester M4 1NA",Manchester,Very Good
1019,0,£,Chaophraya,Thai,"19 Chapel Walks, City Center, Market Street, Manchester M2 1HN",Manchester,Very Good
1020,0,£,Akbars,Indian,"73-83 Liverpool Road, Spinningfields, Manchester M3 4NQ",Manchester,Very Good
1021,0,£,Tipu Sultan,"Indian, Pakistani","43 Alcester Road, Moseley, Birmingham B13 8AA",Birmingham,Very Good
1022,0,£,Jamie's Italian,Italian,"Middle Mall, Bullring Shopping Centre, Bullring, Birmingham B5 4BU",Birmingham,Good
1023,0,£,Chaophraya,Thai,"Middle Mall, Bullring Shopping Centre, Special street, Bullring, Birmingham B5 4BH",Birmingham,Good
1024,0,£,Purnell's,Contemporary,"55 Cornwall Street, Colmore Business District, Birmingham B3 2DH",Birmingham,Excellent
1025,0,£,Fiesta del Asado,"Latin American, Italian","229 Hagley Road, Edgbaston, Birmingham B16 9RP",Birmingham,Very Good
1026,0,£,Pepe's Piri Piri,Fast Food,"254-256 Alum Rock Road, Alum Rock, Birmingham B8 3DD",Birmingham,Average
1027,0,£,Bank,"British, Steak","4 Brindleyplace, Brindleyplace, Birmingham B1 2JB",Birmingham,Very Good
1028,0,£,Ju Ju's Cafe,"Cafe, British","1 Canal Square, Brindleyplace, Birmingham B16 8EH",Birmingham,Good
1029,0,£,The Warehouse Cafe,"British, Cafe","54-57 Allison Street, Digbeth, Birmingham B5 5TH",Birmingham,Good
1030,0,£,Bodega,Latin American,"12 Bennetts Hill, City Centre, Birmingham B2 5RS",Birmingham,Excellent
1031,0,£,Bar Estilo,Mexican,"110-114 Wharfside Street, The Mailbox, City Centre, Birmingham B1 1RF",Birmingham,Very Good
1032,0,£,Istanbul Restaurant,Turkish,"2 Stockwell Road, Handsworth, Birmingham B21 9RJ",Birmingham,Good
1033,0,£,Handmade Burger Co.,"Burger, American","Unit 3, St Martin Square, Bullring Shopping Centre, Bullring, Birmingham B5 4BU",Birmingham,Good
1034,0,£,Chennai Dosa,"Indian, South Indian","445-447, Dudley Road, Birmingham, Smethwick, Birmingham B18 4HE",Birmingham,Good
1035,0,£,Damascena Coffee House,"Greek, Mediterranean, Middle Eastern","133 Alcester Road, Moseley, Birmingham",Birmingham,Not rated
1036,0,£,Lasan Restaurant,Indian,"3-4 Dakota Buildings, James Street, Saint Paul's Square, Jewellery Quarter, Birmingham B3 1SD",Birmingham,Very Good
1037,0,£,The Plough,British,"21 High Street, Harborne, Birmingham B17 9NT",Birmingham,Very Good
1038,0,£,Mughal E Azam,"Pakistani, Indian","Stratford Road, Sparkhill, Birmingham B11 4DA",Birmingham,Good
1039,0,£,San Carlo,Italian,"4 Temple Street, City Centre, Birmingham B2 5BN",Birmingham,Very Good
1040,0,£,Jamjar,"Ice Cream, Desserts, Cafe","418 Coventry Road, Small Heath, Birmingham B10 0TH",Birmingham,Average
1041,0,NZ$,Eight - The Langham Hotel,European,"The Langham Hotel, 83 Symonds Street, Grafton, Auckland",Auckland,Excellent
1042,0,NZ$,The Kimchi Project,"Asian Fusion, Cafe","20 Lorne Street, Auckland CBD, Auckland",Auckland,Very Good
1043,0,NZ$,Baduzzi,Italian,"10-26 Jellicoe Street, Wynyard Quarter, Auckland CBD, Auckland 1010",Auckland,Excellent
1044,0,NZ$,De Fontein Belgian Beer Cafe,European,"75-79 Tamaki Drive, Mission Bay, Auckland",Auckland,Poor
1045,0,NZ$,Depot Eatery and Oyster Bar,"Seafood, Kiwi","86 Federal Street, Auckland CBD, Auckland, 1010",Auckland,Excellent
1046,0,NZ$,Kiss Kiss,Thai,"1 Rocklands Avenue, Balmoral, Auckland",Auckland,Very Good
1047,0,NZ$,Winona Forever,Cafe,"100 Parnell Road, Parnell, Auckland",Auckland,Very Good
1048,0,NZ$,Eden Noodles Cafe 四川担担面,Chinese,"105 Dominion Road, Mt Eden, Auckland 1024",Auckland,Very Good
1049,0,NZ$,Frasers,"Cafe, European","434 Mt Eden Road, Mt Eden, Auckland 1024",Auckland,Very Good
1050,0,NZ$,PappaRich,Malaysian,"Sky City Metro,  Shop 2.01-2.03, 291-297 Queen Street, Auckland CBD, Auckland 1010",Auckland,Very Good
1051,0,NZ$,Federal Delicatessen,"Cafe, American","86 Federal Street, Auckland CBD, Auckland 1010",Auckland,Excellent
1052,0,NZ$,Orleans,American,"Roukai Lane, 48 Custom Street East, Britomart, Auckland CBD, Auckland 1010",Auckland,Very Good
1053,0,NZ$,Milse,Desserts,"The Pavilions, 27 Tyler Street, Britomart, Auckland CBD, Auckland 1010",Auckland,Excellent
1054,0,NZ$,Tucks and Bao,"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai","19 Davis Cresent, Newmarket, Auckland 1023",Auckland,Good
1055,0,NZ$,Big Fish Eatery,"Asian, Sushi, Seafood","Unit 3, 710 Great South Road, Corner Wilkinson Road, Penrose, Auckland 1061",Auckland,Excellent
1056,0,NZ$,Miann,Desserts,"57 Fort Street, Auckland Auckland CBD",Auckland,Excellent
1057,0,NZ$,The Garden Shed,"Kiwi, European","470 Mt Eden Road, Mt Eden, Auckland 1024",Auckland,Very Good
1058,0,NZ$,Giapo,"Ice Cream, Desserts","12 Gore Street, Auckland CBD, Auckland",Auckland,Excellent
1059,0,NZ$,Chinoiserie,"Taiwanese, Street Food","4 Owairaka Avenue, Mt Albert, Auckland",Auckland,Very Good
1060,0,NZ$,Little Sister Cafe,Cafe,"91 Central Park Drive, Henderson, Auckland",Auckland,Excellent
1061,0,NZ$,Loretta,"European, Cafe","181 Cuba Street, Te Aro, Wellington City",Wellington City,Very Good
1062,0,NZ$,Fidel's,"Cafe, European, Mexican","234 Cuba Street, Te Aro, Wellington City",Wellington City,Very Good
1063,0,NZ$,Caffe L'affare,Cafe,"27 College Street, Te Aro, Wellington City",Wellington City,Very Good
1064,0,NZ$,Ombra,Italian,"199 Cuba Street, Te Aro, Wellington City",Wellington City,Excellent
1065,0,NZ$,Burger Liquor,American,"129 Willis Street, Te Aro, Wellington City",Wellington City,Very Good
1066,0,NZ$,The Crab Shack,"Seafood, Kiwi","15 Jervois Quay, Queens Wharf, Wellington Central, Wellington City",Wellington City,Very Good
1067,0,NZ$,Floriditas,"Italian, Cafe","161 Cuba Street, Te Aro, Wellington City",Wellington City,Very Good
1068,0,NZ$,Little Penang,Malaysian,"40 Dixon Street, Te Aro, Wellington City",Wellington City,Very Good
1069,0,NZ$,The Hangar,Cafe,"171-177 Willis Street, Te Aro, Wellington City",Wellington City,Excellent
1070,0,NZ$,Ekim Burgers,Fast Food,"257 Cuba Street, Te Aro, Wellington City",Wellington City,Excellent
1071,0,NZ$,Enigma Cafe,"Cafe, Kiwi, Ice Cream, Desserts","128 Courtenay Place, Te Aro, Wellington City",Wellington City,Very Good
1072,0,NZ$,Five Boroughs,American,"4 Roxburgh Street, Corner of Roxburgh and Majoribanks Street, Mt Victoria, Wellington City",Wellington City,Very Good
1073,0,NZ$,wagamama,"Japanese, Asian","33 Customhouse Quay, Wellington Central, Wellington City 6011",Wellington City,Good
1074,0,NZ$,Fisherman's Plate,"Vietnamese, Fish and Chips","12 Bond Street, Te Aro, Wellington City",Wellington City,Very Good
1075,0,NZ$,Maranui Cafe,"Cafe, Kiwi","Maranui Surf Life Saving Club, 7 Lyall Parade, Lyall Bay, Wellington City",Wellington City,Very Good
1076,0,NZ$,Olive,"Mediterranean, Cafe, European","170 Cuba Street, Te Aro, Wellington City",Wellington City,Very Good
1077,0,NZ$,Hippopotamus - Museum Hotel,"French, Kiwi","Museum Hotel, Level 3, 90 Cable Street, Te Aro, Wellington City",Wellington City,Very Good
1078,0,NZ$,Charley Noble Eatery & Bar,European,"Huddart Parker Building, Ground Floor, 1 Post Office Square, Wellington Central, Wellington City",Wellington City,Very Good
1079,0,NZ$,Midnight Espresso,Cafe,"178 Cuba Street, Te Aro, Wellington City",Wellington City,Very Good
1080,0,NZ$,Dragonfly,Asian,"70 Courtenay Place, Te Aro, Wellington City",Wellington City,Very Good
1081,0,,The Golconda Bowl - hilton,"North Indian, Biryani","48, 1st Floor, Above CCD, JVPD Scheme, Vile Parle West, Mumbai, AAAA, Dummy",Dummy,Not rated
1082,0,,Mc Donald,Fast Food,"Shop 20, Opposite Super Store, Basanti Highway, Dummy",Dummy,Not rated
1083,0,,Daawat Restaurant,North Indian,"Shop 57, Huda Market, Sector 31, CBD, Dummy",Dummy,Not rated
1084,0,,Salt Water Cafe,"North Indian, Chinese, Cafe","82, Nagin Mahal, Veer Nariman Road, Opposite Gaylords, Churchgate, Mumbai, AAAA, Dummy",Dummy,Not rated
1085,0,,Bugilz,"Asian, Indian","Jl. Dewi Sartika, Tuban, Bali, Athlone, Dummy",Dummy,Not rated
1086,0,,Zomato Gurgaon Office,"Mughlai, Fast Food, Asian","test yes, Basanti Highway, Dummy",Dummy,Not rated
1087,0,,Arnold's,"Seafood, Continental, North Indian","60 Kloof Street, Gardens, Cape Town",Dummy,Not rated
1088,0,,Simply Asia,"Chinese, Japanese","Ground Level, 20, Willow Bridge, Lifestyle Centre, Tygervalley, Melkbosstrand, Dummy",Dummy,Not rated
1089,0,,Zomato Gurgaon Office new,"Mughlai, Fast Food, Asian","Test test CBD, Dummy",Dummy,Not rated
1090,0,,China 1,"Chinese, Indian","G 05, Morya Landmark 1, Off Link Road, Andheri Lokhandwala, Andheri West, Mumbai, AAAA, Dummy",Dummy,Not rated
1091,0,,Debonairs Pizza,"Pizza, Seafood, North Indian","27, Annandale Street, Engen Oranje Service Station, Gardens, Cape Town",Dummy,Not rated
1092,0,,KFC,Fast Food,"Railway Station, Adderley Street, CBD, Cape Town",Dummy,Not rated
1093,0,,KFC,Fast Food,"Food Court, Lower Level, Canal Walk Mall, Century City, Milnerton, Cape Town",Dummy,Not rated
1094,0,,Galbi,"South Indian, Chinese, North Indian","210, Long Street, Gardens, Cape Town, gardens",Dummy,Not rated
1095,0,,Bardelli's,South Indian,"18, Kloof Street, Gardens, Cape Town",Dummy,Not rated
1096,0,,Toby's Estate,"Cafe, Italian","V Corporate Centre , 125 LP Leviste Street , Salcedo Village , Mekati City, AAAA, Dummy",Dummy,Not rated
1097,0,,Caturra Coffee Bar,"Seafood, Continental, Italian","315, Main Road, Near Firmount, Sea Point, Cape Town, Hannover, Dummy",Dummy,Not rated
1098,0,,D'Angelos,Pizza,"2 Deerpark Drive, Vredehoek, Cape Town",Dummy,Not rated
1099,0,,Mcdonalds,"Italian, North Indian","Railway Station, Adderley Street, CBD2, Cape Town",Dummy,Not rated
1100,0,,The Woodlands Eatery,"Continental, North Indian","Derry Street, Vredehoek, Cape Town 300",Dummy,Not rated
1101,0,R$,Aprazível,Brazilian,"Rua Aprazível, 62, Santa Teresa, Rio de Janeiro",Rio de Janeiro,Excellent
1102,0,R$,Garota de Ipanema,"Brazilian, Bar Food","Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",Rio de Janeiro,Excellent
1103,0,R$,Confeitaria Colombo,"Desserts, Cafe","Rua Gonçalves Dias, 32, Centro, Rio de Janeiro",Rio de Janeiro,Excellent
1104,0,R$,Garota de Ipanema,"Brazilian, Bar Food","Avenida João Alves, 56, Urca, Rio de Janeiro",Rio de Janeiro,Very Good
1105,0,R$,Braseiro da Gávea,"Brazilian, Bar Food","Praça Santos Dumont, 116, Gávea, Rio de Janeiro",Rio de Janeiro,Excellent
1106,0,R$,Bibi,"Juices, Healthy Food","Rua Santa Clara, 36, Copabana, Rio de Janeiro",Rio de Janeiro,Excellent
1107,0,R$,Shirley,"Brazilian, Seafood","Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",Rio de Janeiro,Very Good
1108,0,R$,Filé de Ouro,Brazilian,"Rua Jardim Botânico, 731, Jardim Botânico, Lagoa, Rio de Janeiro",Rio de Janeiro,Very Good
1109,0,R$,Leme Light,Brazilian,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",Rio de Janeiro,Very Good
1110,0,R$,Pesqueiro Eco Gourmet,"Seafood, Bar Food, Brazilian","Praia da Barra da Tijuca, Avenida Lúcio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",Rio de Janeiro,Very Good
1111,0,R$,Sushi Leblon,Japanese,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",Rio de Janeiro,Excellent
1112,0,R$,Balada Mix,"Brazilian, Healthy Food, Juices, Pizza","Rua Aníbal de Mendonça, 37, Ipanema, Rio de Janeiro",Rio de Janeiro,Excellent
1113,0,R$,TT Burger,Burger,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro",Rio de Janeiro,Excellent
1114,0,R$,Aconchego Carioca,"Brazilian, Bar Food","Rua Barão de Iguatemi, 379, Tijuca, Rio de Janeiro",Rio de Janeiro,Excellent
1115,0,R$,Cervantes,"Beverages, Bar Food, Fast Food","Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",Rio de Janeiro,Excellent
1116,0,R$,Amir,Lebanese,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",Rio de Janeiro,Very Good
1117,0,R$,Quiosque Chopp Brahma,"Bar Food, Brazilian","Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ",Rio de Janeiro,Not rated
1118,0,R$,Talho Capixaba,"Bakery, Sandwich, Brazilian","Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",Rio de Janeiro,Very Good
1119,0,R$,D.O.C Ristorante,Italian,"Le Monde, Bloco 3, Lojas A/B, Avenida das Américas, 3500, Barra da Tijuca, Rio de Janeiro",Rio de Janeiro,Very Good
1120,0,R$,Zazá Bistrô Tropical,Brazilian,"Rua Joana Angélica, 40, Ipanema, Rio de Janeiro",Rio de Janeiro,Excellent
1121,0,IDR,Fish Streat,"Seafood, Western","Jl. Tebet Timur Dalam Raya 44B, Tebet, Jakarta",Jakarta,Very Good
1122,0,IDR,Talaga Sampireun,"Sunda, Indonesian",Jl. Lingkar Luar Barat,Jakarta,Excellent
1123,0,IDR,Talaga Sampireun,"Sunda, Indonesian","Taman Impian Jaya Ancol, Jl. Lapangan Golf 7, Ancol, Jakarta",Jakarta,Excellent
1124,0,IDR,Lucky Cat Coffee & Kitchen,"Cafe, Western","Plaza Festival, South Parking, Jl. HR Rasuna Said, Kuningan, Jakarta",Jakarta,Very Good
1125,0,IDR,Satoo - Hotel Shangri-La,"Asian, Indonesian, Western","Hotel Shangri-La, Jl. Jend. Sudirman",Jakarta,Excellent
1126,0,IDR,Sushi Masa,"Sushi, Japanese","Jl. Tuna Raya No. 5, Penjaringan",Jakarta,Excellent
1127,0,IDR,Flip Burger,Burger,"Jl. Senopati No. 27, Senopati, Jakarta",Jakarta,Very Good
1128,0,IDR,Lemongrass,"Peranakan, Indonesian","Jl. Raya Pajajaran No. 21, Bogor Utara, Bogor",Bogor,Very Good
1129,0,IDR,Talaga Sampireun,"Sunda, Indonesian","Jl. Boulevard Bintaro Jaya Blok B7/N1, Bintaro Sektor 7, Pondok Aren, Tangerang",Tangerang,Excellent
1130,0,IDR,3 Wise Monkeys,Japanese,"Jl. Suryo No. 26, Senopati, Jakarta",Jakarta,Very Good
1131,0,IDR,Fish Streat,"Seafood, Western","Jl. Tanjung Duren Utara III, Blok M Kav. 32, Tanjung Duren, Jakarta",Jakarta,Average
1132,0,IDR,Zenbu,"Japanese, Sushi, Ramen","Kota Kasablanka, Lantai Upper Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta",Jakarta,Very Good
1133,0,IDR,Onokabe,Indonesian,"Alam Sutera Town Center, Jl. Alam Utama, Serpong, Tangerang",Tangerang,Good
1134,0,IDR,Toodz House,"Cafe, Italian, Coffee and Tea, Western, Indonesian","Jl. Cipete Raya No. 79, Fatmawati, Jakarta",Jakarta,Excellent
1135,0,IDR,Union Deli,"Desserts, Bakery, Western","Grand Indonesia Mall, Lantai Ground, East Mall, Jl. MH Thamrin, Thamrin, Jakarta",Jakarta,Excellent
1136,0,IDR,MONKS,"Western, Asian, Cafe","Komplek Graha Boulevard Timur, Summarecon Kelapa Gading Blok ND1/51, Kelapa Gading, Jakarta",Jakarta,Very Good
1137,0,IDR,OJJU,Korean,"Gandaria City, Lantai Upper Ground, Jl. Sultan Iskandar Muda",Jakarta,Good
1138,0,IDR,Momo Milk,"Cafe, Desserts, Beverages","Jl. Kantor Pos No. 6, Bogor Timur, Bogor",Bogor,Good
1139,0,IDR,Skye,"Italian, Continental","Menara BCA, Lantai 56, Jl. MH. Thamrin, Thamrin, Jakarta",Jakarta,Very Good
1140,0,IDR,Avec Moi Restaurant and Bar,"French, Western","Gedung PIC, Jl. Teluk Betung 43, Thamrin, Jakarta",Jakarta,Very Good
1141,0,R,Old Town Italy,"Cafe, Italian, Pizza, European, Bakery, Deli","Shop 53, Menlyn Maine, Central Square, 180 Amarand Avenue, Waterkloof Glen, Pretoria",Pretoria,Good
1142,0,R,The Belgian Triple,"Healthy Food, Seafood, Beverages, Belgian, Contemporary, Desserts, Finger Food, International","Olympus Village, Corner Olympus Dr And Achilles Road, Faerie Glen, Pretoria",Pretoria,Very Good
1143,0,R,Brooklyn Brothers,"Burger, American, Beverages","Glenfair Boulevard, Corner Lynnwood & Daventry Road, Lynnwood Manor, Lynnwood, Pretoria",Pretoria,Good
1144,0,R,Life Grand Cafe,"Italian, Mediterranean, Sushi, Desserts","The Club Centre, Corner of Pinaster Avenue & 18th Street, Hazelwood, Near, Waterkloof, Pretoria",Pretoria,Very Good
1145,0,R,Restaurant Mosaic @ The Orient,French,"The Orient Boutique Hotel, Crocodile River Valley, Elandsfontein, Near West Park, Pretoria",Pretoria,Excellent
1146,0,R,Kream,African,"570 Fehrsen Street, Brooklyn, Pretoria",Pretoria,Excellent
1147,0,R,Geet Indian Restaurant,Indian,"541 Fehrsen Street, Nieuw Muckleneuk, Brooklyn, Pretoria",Pretoria,Very Good
1148,0,R,El Pistolero,Mexican,"Corner Duvernoy and Chopin Street, Garsfontein, Pretoria",Pretoria,Very Good
1149,0,R,23 On Hazelwood,"Street Food, Continental, Burger, Grill","23 Hazelwood Road, Menlo Park, Near, Waterkloof, Pretoria",Pretoria,Good
1150,0,R,Harissa Bistro,"European, South African, Steak","The Club Centre, Corner of Pinaster Avenue & 18th Street, Hazelwood, Near Waterkloof, Pretoria",Pretoria,Excellent
1151,0,R,Culture Club - Bar De Tapas,"Cafe, Tapas, South African, Beverages, Healthy Food, Desserts, Spanish","15, 16th Street, Waterkloof, Pretoria 0081",Pretoria,Excellent
1152,0,R,Spice - The Indian Kitchen,"Indian, Asian, Durban, International, Desserts","Lynridge Mall, 1 Jacobson Drive, Lynnwood, Pretoria",Pretoria,Very Good
1153,0,R,Blos Cafe,"Cafe, Burger, Tapas, South African, European, Grill","66 Olympus street, Faerie Glen, Pretoria",Pretoria,Good
1154,0,R,Carbon Bistro,"Burger, Steak, Seafood","279 Dey Street, Brooklyn, Pretoria",Pretoria,Very Good
1155,0,R,Baobab Cafe & Grill,"Cafe, Grill","Menlyn Shopping Centre, Level 1, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria",Pretoria,Very Good
1156,0,R,Capital Craft Beer Academy,"Street Food, Burger, American, Finger Food, German","Greenlyn Village, Shop 20, 13th Street, Menlo Park, Near, Lynnwood, Pretoria",Pretoria,Very Good
1157,0,R,The Black Bamboo,Continental,"Menlyn Boutique Hotel, 209 Tugela Road, Ashlea Gardens, Near Menlyn, Menlyn, Pretoria",Pretoria,Very Good
1158,0,R,Crawdaddy's,"Continental, Seafood, Burger, South African, Finger Food, Grill","Waterglen Shopping Centre, Corner of Garsfontein Road & January Masilela Drive, Waterkloof Glen, Pretoria",Pretoria,Very Good
1159,0,R,Parrot's,"Contemporary, Sushi, Grill, Italian, Steak","Menlyn Shopping Centre, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria",Pretoria,Average
1160,0,R,Hogshead,"Grill, Burger","Corner Dely & Pinaster Roads, Hazelwood, Waterkloof, Pretoria",Pretoria,Very Good
1161,0,£,Loudons Cafe & Bakery,"Cafe, Bakery","94b Fountainbridge, Fountainbridge, Edinburgh EH3 9QA",Edinburgh,Good
1162,0,£,El Cartel,Mexican,"64 Thistle Street, New Town, Edinburgh EH2 1EN",Edinburgh,Good
1163,0,£,Ting Thai Caravan,"Thai, Asian","8-9 Teviot Place, Old Town, Edinburgh EH1 2QZ",Edinburgh,Very Good
1164,0,£,The Elephant House,Cafe,"21 George IV Bridge, Old Town, Edinburgh EH1 1EN",Edinburgh,Good
1165,0,£,Love Crumbs,"Bakery, Cafe","155 West Port, Old Town, Edinburgh EH3 9DP",Edinburgh,Very Good
1166,0,£,The Kitchin,"British, French","78 Commercial Street, Leith, Edinburgh EH6 6LX",Edinburgh,Very Good
1167,0,£,Mimi's Bakehouse,"Cafe, Bakery, Desserts","63 Shore, Leith, Edinburgh EH6 6RA",Edinburgh,Excellent
1168,0,£,Mother India's Cafe,Indian,"3-5 Infirmary Street, Old Town, Edinburgh EH1 1LT",Edinburgh,Very Good
1169,0,£,10 To 10 In Delhi,"Indian, Cafe","67 Nicolson Street, Old Town, Edinburgh EH8 9BE",Edinburgh,Good
1170,0,£,Hard Rock Cafe,American,"20 George Street, New Town, Edinburgh EH2 2PF",Edinburgh,Very Good
1171,0,£,Tuk Tuk Indian Street Food,"Indian, Street Food","1 Leven Street, Tollcross, Edinburgh EH3 9NB",Edinburgh,Very Good
1172,0,£,Chaophraya,Thai,"4th Floor, 33 Castle Street, New Town, Edinburgh EH2 3DN",Edinburgh,Very Good
1173,0,£,Steak,"Steak, Scottish, British","14 Picardy Place, New Town, Edinburgh EH1 3JT",Edinburgh,Very Good
1174,0,£,Bentoya,"Sushi, Japanese, Cantonese","15 Bread Street, Old Town, Edinburgh EH3 9AL",Edinburgh,Good
1175,0,£,The Witchery & The Secret Garden,"British, Scottish, Seafood","Castlehill, The Royal Mile, Old Town, Edinburgh EH12NF",Edinburgh,Very Good
1176,0,£,The Boozy Cow,"Burger, Grill","17 Frederick Street, New Town, Edinburgh EH2 2EY",Edinburgh,Very Good
1177,0,£,La Favorita,Italian,"325-331 Leith Walk, Leith, Edinburgh EH6 8SA",Edinburgh,Excellent
1178,0,£,Roseleaf Bar Cafe,"Scottish, Cafe","23-24 Sandport Place, Leith, Edinburgh EH6 6EW",Edinburgh,Excellent
1179,0,£,Civerinos,"Pizza, Italian","5 Hunter Square, Royal Mile, Old Town, Edinburgh EH1 1QW",Edinburgh,Good
1180,0,£,The Hanging Bat,American,"133 Lothian Road, Old Town, Edinburgh EH3 9AD",Edinburgh,Good
